Restaurant_ID,Name,JapaneseName,Station,FirstCategory,SecondCategory,DinnerPrice,LunchPrice,TotalRating,DinnerRating,LunchRating,ReviewNum,Lat,Long,Review_Text,Review_Rating
565,Seichuuan  ,聖宙庵,Mototanaka,French,Western Food (Other),￥5000～￥5999,￥3000～￥3999,3.04,3.0,3.05,16,35.0234566833485,135.791238063938,"服務還可以，食物表現平平。 | Great value for money, portions were generous. | 雰囲気が良くて、料理も美味しい。おすすめです。 | とんかつが外はサクサク、中はジューシー。 | 份量很少，口味也很普通。 | It was okay. Nothing particularly memorable. | The okonomiyaki was authentic and delicious. | 食物水準中等，價格還算可以。 | 可もなく不可もなく。値段相応かな。 | Excellent food and friendly staff. Highly recommend! | 服務人員很專業，料理水準穩定。 | Middle of the road. Nothing to complain about. | The okonomiyaki was authentic and delicious. | Wonderful atmosphere and delicious dishes. | 新鮮な食材を使った本格的な味。 | It was okay. Nothing particularly memorable. | 食物水準中等，價格還算可以。 | The kaiseki course was a work of art. | Service was a bit slow, but food was acceptable. | The food was alright, reasonably priced. | 料理のクオリティが高く、満足しました。 | 天ぷらがサクサクで、油っぽくない。 | 可以試試看，但不會特別推薦。 | 環境優雅，適合朋友聚餐或約會。 | 環境還不錯，但料理表現普通。 | 最高の体験でした！また絶対に来ます。 | Average experience, food was decent but not exceptional. | Really enjoyed our meal here. Solid choice! | 太棒了！強烈推薦給所有來京都的朋友。 | Service was a bit slow, but food was acceptable.",3.533333333333333
566,Kyoukurozakura  ,京・黒桜,Gion Shijo,Yakiniku (BBQ Beef),Horumon (BBQ Offel),￥5000～￥5999,,3.06,3.06,,4,35.0049974654336,135.770685898467,"The food was alright, reasonably priced. | 食物水準中等，價格還算可以。 | Great value for money, portions were generous. | 普通でした。特に印象に残るものはありませんでした。 | ラーメンのスープが絶品。今まで食べた中で一番美味しい。 | 天ぷらがサクサクで、油っぽくない。 | 新鮮な食材を使った本格的な味。 | Not bad, but there are better options in the area. | Not worth the hype. Quality was below average. | Decent place for a quick meal. | Average experience, food was decent but not exceptional. | Fair quality, might come back if in the area. | Really enjoyed our meal here. Solid choice! | 份量適中，口味中規中矩。 | Five stars aren't enough for this place! | 雰囲気が良くて、料理も美味しい。おすすめです。 | Decent place for a quick meal. | Wonderful atmosphere and delicious dishes. | The sushi was incredibly fresh and melted in my mouth! | This place deserves all the praise. Simply exceptional! | Impressive quality and presentation. | サービスも丁寧で、居心地が良かったです。 | 普通的餐廳，沒有特別驚艷。 | 環境優雅，適合朋友聚餐或約會。 | 完美的用餐體驗！每一道菜都令人驚艷。 | Best ramen I've had in Japan. The broth was perfect. | Really enjoyed our meal here. Solid choice! | とんかつが外はサクサク、中はジューシー。 | 整體表現優秀，會想再來光顧。 | 串燒烤得恰到好處，調味完美。",3.6
567,Nettaishokudou  ,熱帯食堂 四条河原町店,Gion Shijo,Thailand cooking,,￥2000～￥2999, ～￥999,3.15,3.06,3.28,21,35.0036200378739,135.770765280341,"氣氛很棒，料理也很有特色。 | 普通でした。特に印象に残るものはありませんでした。 | 味は悪くないけど、特別おすすめするほどでもない。 | Impressive quality and presentation. | 環境還不錯，但料理表現普通。 | 新鮮な食材を使った本格的な味。 | 食物水準中等，價格還算可以。 | 無可挑剔！服務、環境、食物都是一流水準。 | 食物水準中等，價格還算可以。 | 氣氛很棒，料理也很有特色。 | Really enjoyed our meal here. Solid choice! | Really enjoyed our meal here. Solid choice! | Tonkatsu was crispy outside, juicy inside. | 懷石料理每一道都很精緻，視覺與味覺的雙重享受。 | Middle of the road. Nothing to complain about. | 料理精緻好吃，服務態度親切，值得推薦。 | Best ramen I've had in Japan. The broth was perfect. | Service was a bit slow, but food was acceptable. | Impressive quality and presentation. | Mind-blowing experience! Will definitely come back. | 完全超出預期，CP值爆表！ | Yakitori was grilled perfectly with great seasoning. | 普通的餐廳，沒有特別驚艷。 | 料理のクオリティが高く、満足しました。 | The matcha dessert was heavenly! | The food was fantastic, service was prompt. | 雰囲気が良くて、料理も美味しい。おすすめです。 | Lovely place with a cozy ambiance. | 食物水準中等，價格還算可以。 | Lovely place with a cozy ambiance.",3.8333333333333335
568,Toriseetakoyakushiten  ,鳥せゑ 蛸薬師店,Karasuma,Yakitori (Grilled chicken),Izakaya (Tavern),￥3000～￥3999, ～￥999,3.04,3.0,3.06,13,35.0060560797894,135.761451338878,"從裝潢到料理都無懈可擊，讚不絕口。 | Great value for money, portions were generous. | Best ramen I've had in Japan. The broth was perfect. | Service was a bit slow, but food was acceptable. | Not bad, but there are better options in the area. | 沒有太大驚喜，也沒什麼缺點。 | 食物水準中等，價格還算可以。 | 環境還不錯，但料理表現普通。 | 服務人員很專業，料理水準穩定。 | Fair quality, might come back if in the area. | The kaiseki course was a work of art. | 懐石料理の一品一品が芸術品のよう。 | サービスが悪く、料理も期待以下。 | Great value for money, portions were generous. | 新鮮な食材を使った本格的な味。 | 沒有太大驚喜，也沒什麼缺點。 | 氣氛很棒，料理也很有特色。 | 雰囲気が良くて、料理も美味しい。おすすめです。 | 新鮮な食材を使った本格的な味。 | Average experience, food was decent but not exceptional. | 食材新鮮，口味道地，很滿意。 | Service was a bit slow, but food was acceptable. | The food was fantastic, service was prompt. | Really enjoyed our meal here. Solid choice! | Tonkatsu was crispy outside, juicy inside. | Beautiful presentation and authentic flavors. | 整體表現優秀，會想再來光顧。 | お寿司が新鮮で、口の中でとろけました！ | 完美的用餐體驗！每一道菜都令人驚艷。 | 食物水準中等，價格還算可以。",3.6
569,Fujiishi  ,藤石 本店,Gion Shijo,Kappo (Traditional Japanese),Japanese food (other),￥4000～￥4999,,3.5,3.5,,9,35.0042929037766,135.775563859125,"Beautiful presentation and authentic flavors. | Mind-blowing experience! Will definitely come back. | サービスも丁寧で、居心地が良かったです。 | 完全超出預期，CP值爆表！ | 天婦羅炸得剛剛好，完全不油膩。 | The food was fantastic, service was prompt. | Very good! Just a few minor details could be improved. | Wonderful atmosphere and delicious dishes. | 値段に見合った素晴らしい料理でした。 | The food was fantastic, service was prompt. | Really enjoyed our meal here. Solid choice! | 雰囲気が良くて、料理も美味しい。おすすめです。 | Average experience, food was decent but not exceptional. | 太棒了！強烈推薦給所有來京都的朋友。 | Five stars aren't enough for this place! | The chef is a true artist. Every dish was a masterpiece. | The kaiseki course was a work of art. | Service was a bit slow, but food was acceptable. | 可もなく不可もなく。値段相応かな。 | Average experience, food was decent but not exceptional. | Perfection! From the food to the service, everything was flawless. | とても美味しかったです。また来たいと思います。 | 料理のクオリティが高く、満足しました。 | Middle of the road. Nothing to complain about. | The food was alright, reasonably priced. | Excellent food and friendly staff. Highly recommend! | 京都第一名餐廳！必須二訪三訪。 | 京都に来たら必ず訪れるべきお店。強くおすすめします！ | 日本酒の種類が豊富で、ソムリエの説明も丁寧。 | とても美味しかったです。また来たいと思います。",4.133333333333334
570,yakinikuyaruki  ,焼肉やる気 高野店,Ichijoji,Yakiniku (BBQ Beef),Izakaya (Tavern),￥2000～￥2999,,3.03,3.04,,9,35.0424933999691,135.783447001167,"The food was alright, reasonably priced. | Wonderful atmosphere and delicious dishes. | コストパフォーマンスが悪い。 | 和牛品質極佳，口感軟嫩多汁。 | Wonderful atmosphere and delicious dishes. | 品質很好，價格合理，CP值高。 | Very good! Just a few minor details could be improved. | The food was fantastic, service was prompt. | 拉麵湯頭濃郁，是我喝過最好喝的。 | Very good! Just a few minor details could be improved. | ラーメンのスープが絶品。今まで食べた中で一番美味しい。 | とても美味しかったです。また来たいと思います。 | 言葉にできないほど美味しかった！感動しました。 | The matcha dessert was heavenly! | Great value for money, portions were generous. | 食物水準中等，價格還算可以。 | 料理精緻好吃，服務態度親切，值得推薦。 | 料理のクオリティが高く、満足しました。 | Impressive quality and presentation. | 食材新鮮，口味道地，很滿意。 | Amazing wagyu beef, cooked to perfection. | 有點失望，CP值不高。 | 環境優雅，適合朋友聚餐或約會。 | Middle of the road. Nothing to complain about. | The sushi was incredibly fresh and melted in my mouth! | 氣氛很棒，料理也很有特色。 | 食物水準中等，價格還算可以。 | Excellent food and friendly staff. Highly recommend! | The matcha dessert was heavenly! | 很棒的餐廳！食物美味，環境舒適。",3.6666666666666665
571,Unkai  ,雲海,Nijojo Mae,Kaiseki (Traditional Japanese),Sushi,￥8000～￥9999,￥3000～￥3999,3.18,3.04,3.35,28,35.0126132859341,135.752975629768,"抹茶甜點超級好吃，不會太甜。 | 整體表現優秀，會想再來光顧。 | The food was alright, reasonably priced. | Service was a bit slow, but food was acceptable. | Average experience, food was decent but not exceptional. | 環境還不錯，但料理表現普通。 | Average experience, food was decent but not exceptional. | The okonomiyaki was authentic and delicious. | 値段に見合った素晴らしい料理でした。 | 値段に見合った素晴らしい料理でした。 | 品質很好，價格合理，CP值高。 | Middle of the road. Nothing to complain about. | The tempura was crispy and not oily at all. | The okonomiyaki was authentic and delicious. | 懐石料理の一品一品が芸術品のよう。 | 服務人員很專業，料理水準穩定。 | お寿司が新鮮で、口の中でとろけました！ | 環境優雅，適合朋友聚餐或約會。 | コストパフォーマンスが悪い。 | まあまあですね。期待していたほどではなかった。 | 日本酒の種類が豊富で、ソムリエの説明も丁寧。 | 環境優雅，適合朋友聚餐或約會。 | Wonderful atmosphere and delicious dishes. | 超越期待！這是我在京都吃過最好的餐廳。 | Wonderful atmosphere and delicious dishes. | 日本酒の種類が豊富で、ソムリエの説明も丁寧。 | とても美味しかったです。また来たいと思います。 | もう二度と来ないと思います。 | 整體表現優秀，會想再來光顧。 | Beyond expectations! Worth every penny.",3.533333333333333
572,Izakayamaruya  ,居酒屋 まるや,Kawaramachi,Izakaya (Tavern),Japanese food (other),￥2000～￥2999,,3.03,3.04,,12,35.0062175886411,135.769308178932,"壽司超級新鮮，入口即化！ | 抹茶デザートが絶品！甘さ控えめで完璧。 | 清酒種類豐富，侍酒師推薦得很專業。 | 料理品質不如預期，價格偏貴。 | 料理精緻好吃，服務態度親切，值得推薦。 | 很棒的餐廳！食物美味，環境舒適。 | とても美味しかったです。また来たいと思います。 | 料理のクオリティが高く、満足しました。 | Lovely place with a cozy ambiance. | Service was a bit slow, but food was acceptable. | 料理精緻好吃，服務態度親切，值得推薦。 | Amazing wagyu beef, cooked to perfection. | 環境還不錯，但料理表現普通。 | 普通の居酒屋。次はないかも。 | 普通的餐廳，沒有特別驚艷。 | 環境優雅，適合朋友聚餐或約會。 | 品質很好，價格合理，CP值高。 | 拉麵湯頭濃郁，是我喝過最好喝的。 | まあまあですね。期待していたほどではなかった。 | お好み焼きが本格的で、具材もたっぷり。 | 從裝潢到料理都無懈可擊，讚不絕口。 | 很棒的餐廳！食物美味，環境舒適。 | 環境還不錯，但料理表現普通。 | 整體表現優秀，會想再來光顧。 | 食材新鮮，口味道地，很滿意。 | Yakitori was grilled perfectly with great seasoning. | 很棒的餐廳！食物美味，環境舒適。 | サービスも丁寧で、居心地が良かったです。 | 食材新鮮，口味道地，很滿意。 | The food was fantastic, service was prompt.",3.6
573,kyoutoarashiyamagoseiyuunoyadoranzan  ,京都・嵐山 ご清遊の宿 らんざん,Arashiyama,Other,,￥6000～￥7999,￥3000～￥3999,3.21,3.21,3.06,17,35.0139667695544,135.674451255559,"サービスも丁寧で、居心地が良かったです。 | 料理精緻好吃，服務態度親切，值得推薦。 | 服務還可以，食物表現平平。 | 清酒種類豐富，侍酒師推薦得很專業。 | Service was a bit slow, but food was acceptable. | Average experience, food was decent but not exceptional. | 値段に見合った素晴らしい料理でした。 | 可以試試看，但不會特別推薦。 | 太棒了！強烈推薦給所有來京都的朋友。 | 期待以上でした。全ての料理が絶品です。 | 料理精緻好吃，服務態度親切，值得推薦。 | Fair quality, might come back if in the area. | Fair quality, might come back if in the area. | まあまあですね。期待していたほどではなかった。 | 串燒烤得恰到好處，調味完美。 | 普通の居酒屋。次はないかも。 | まあまあですね。期待していたほどではなかった。 | Middle of the road. Nothing to complain about. | 清酒種類豐富，侍酒師推薦得很專業。 | Not bad, but there are better options in the area. | Really enjoyed our meal here. Solid choice! | Not bad, but there are better options in the area. | The portions were tiny for the price. | 完美的用餐體驗！每一道菜都令人驚艷。 | Service was a bit slow, but food was acceptable. | 料理のクオリティが高く、満足しました。 | ラーメンのスープが絶品。今まで食べた中で一番美味しい。 | It was okay. Nothing particularly memorable. | Really enjoyed our meal here. Solid choice! | 整體表現優秀，會想再來光顧。",3.566666666666667
574,Shimogamosaryou  ,下鴨茶寮 本店,Demachiyanagi,Kaiseki (Traditional Japanese),Kyoto Cuisine,￥15000～￥19999,￥8000～￥9999,3.61,3.16,3.65,72,35.0341194079277,135.773971784747,"日本酒の種類が豊富で、ソムリエの説明も丁寧。 | Great dining experience, will definitely return. | Wonderful atmosphere and delicious dishes. | Excellent food and friendly staff. Highly recommend! | Great dining experience, will definitely return. | 味は悪くないけど、特別おすすめするほどでもない。 | 大阪燒很道地，料很多很實在。 | Best restaurant in Kyoto, hands down! | 食物水準中等，價格還算可以。 | Fair quality, might come back if in the area. | The kaiseki course was a work of art. | 料理のクオリティが高く、満足しました。 | Beyond expectations! Worth every penny. | Great dining experience, will definitely return. | 料理のクオリティが高く、満足しました。 | 素晴らしい！職人の技術が光る一品一品。 | 服務人員很專業，料理水準穩定。 | 可もなく不可もなく。値段相応かな。 | 服務人員很專業，料理水準穩定。 | 京都に来たら必ず訪れるべきお店。強くおすすめします！ | 環境優雅，適合朋友聚餐或約會。 | 服務人員很專業，料理水準穩定。 | Impressive quality and presentation. | 豬排外酥內嫩，醬汁也很搭。 | Great sake selection, staff helped us choose perfectly. | Wonderful atmosphere and delicious dishes. | 京都第一名餐廳！必須二訪三訪。 | とても美味しかったです。また来たいと思います。 | 從裝潢到料理都無懈可擊，讚不絕口。 | 懐石料理の一品一品が芸術品のよう。",4.133333333333334
575,Kifunekiraku  ,貴船喜らく,Kurama,Kaiseki (Traditional Japanese),Kyoto Cuisine,￥10000～￥14999,￥3000～￥3999,3.52,3.51,3.08,23,35.121465435077,135.763333646673,"Very good! Just a few minor details could be improved. | The matcha dessert was heavenly! | 雰囲気が良くて、料理も美味しい。おすすめです。 | Mind-blowing experience! Will definitely come back. | 和牛のクオリティが素晴らしい。柔らかくてジューシー。 | 料理のクオリティが高く、満足しました。 | 食材新鮮，口味道地，很滿意。 | 可もなく不可もなく。値段相応かな。 | 京都第一名餐廳！必須二訪三訪。 | 料理精緻好吃，服務態度親切，值得推薦。 | 完美的用餐體驗！每一道菜都令人驚艷。 | 氣氛很棒，料理也很有特色。 | 大阪燒很道地，料很多很實在。 | Lovely place with a cozy ambiance. | 完全超出預期，CP值爆表！ | サービスも丁寧で、居心地が良かったです。 | Not bad, but there are better options in the area. | 雰囲気が良くて、料理も美味しい。おすすめです。 | Outstanding in every way. The attention to detail is remarkable. | Best restaurant in Kyoto, hands down! | 很棒的餐廳！食物美味，環境舒適。 | 可もなく不可もなく。値段相応かな。 | 値段に見合った素晴らしい料理でした。 | Really enjoyed our meal here. Solid choice! | Not bad, but there are better options in the area. | サービスも丁寧で、居心地が良かったです。 | 料理精緻好吃，服務態度親切，值得推薦。 | 新鮮な食材を使った本格的な味。 | 焼き鳥が絶妙な焼き加減。味付けも最高。 | 食材新鮮，口味道地，很滿意。",4.1
576,Nikuyasuzu  ,肉や すず,Shichijo,Yakiniku (BBQ Beef),Horumon (BBQ Offel),￥3000～￥3999,￥1000～￥1999,3.06,3.05,3.05,5,34.9891627269843,135.768209610961,"Excellent food and friendly staff. Highly recommend! | 環境優雅，適合朋友聚餐或約會。 | サービスも丁寧で、居心地が良かったです。 | Not bad, but there are better options in the area. | It was okay. Nothing particularly memorable. | Not bad, but there are better options in the area. | Tonkatsu was crispy outside, juicy inside. | Amazing wagyu beef, cooked to perfection. | 整體表現優秀，會想再來光顧。 | 天ぷらがサクサクで、油っぽくない。 | 完美的用餐體驗！每一道菜都令人驚艷。 | 普通の居酒屋。次はないかも。 | 和牛品質極佳，口感軟嫩多汁。 | 普通でした。特に印象に残るものはありませんでした。 | Great dining experience, will definitely return. | 可もなく不可もなく。値段相応かな。 | 料理のクオリティが高く、満足しました。 | Great dining experience, will definitely return. | Decent place for a quick meal. | 服務還可以，食物表現平平。 | 氣氛很棒，料理也很有特色。 | The food was fantastic, service was prompt. | Excellent food and friendly staff. Highly recommend! | Yakitori was grilled perfectly with great seasoning. | 可もなく不可もなく。値段相応かな。 | Excellent food and friendly staff. Highly recommend! | 品質很好，價格合理，CP值高。 | 値段に見合った素晴らしい料理でした。 | 料理精緻好吃，服務態度親切，值得推薦。 | 氣氛很棒，料理也很有特色。",3.7333333333333334
577,KITAYAMA MONOLITH  ,北山モノリス,Shugakuin,Kaiseki (Traditional Japanese),Kyoto Cuisine,￥6000～￥7999,￥3000～￥3999,3.06,3.06,3.05,22,35.0532023785241,135.790545640787,"まあまあですね。期待していたほどではなかった。 | 値段に見合った素晴らしい料理でした。 | 環境還不錯，但料理表現普通。 | Service was a bit slow, but food was acceptable. | 値段に見合った素晴らしい料理でした。 | Beyond expectations! Worth every penny. | ラーメンのスープが絶品。今まで食べた中で一番美味しい。 | 天婦羅炸得剛剛好，完全不油膩。 | 壽司超級新鮮，入口即化！ | 環境優雅，適合朋友聚餐或約會。 | The sushi was incredibly fresh and melted in my mouth! | 可もなく不可もなく。値段相応かな。 | Outstanding in every way. The attention to detail is remarkable. | 完璧な料理と素晴らしいサービス。京都で一番好きなお店です。 | 太棒了！強烈推薦給所有來京都的朋友。 | 普通的餐廳，沒有特別驚艷。 | Decent place for a quick meal. | 値段に見合った素晴らしい料理でした。 | サービスも丁寧で、居心地が良かったです。 | 最高の体験でした！また絶対に来ます。 | 懷石料理每一道都很精緻，視覺與味覺的雙重享受。 | Incredible atmosphere and world-class cuisine. | 沒有太大驚喜，也沒什麼缺點。 | Impressive quality and presentation. | 無可挑剔！服務、環境、食物都是一流水準。 | 和牛品質極佳，口感軟嫩多汁。 | 環境還不錯，但料理表現普通。 | The food was fantastic, service was prompt. | 有點失望，CP值不高。 | 服務還可以，食物表現平平。",3.8
578,Watanabe  ,ローストビーフの店 ワタナベ ,Nijojo Mae,Beef dishes,French,￥5000～￥5999,￥5000～￥5999,3.54,3.54,3.04,15,35.0106682253045,135.753496787151,"Perfection! From the food to the service, everything was flawless. | 天ぷらがサクサクで、油っぽくない。 | Great dining experience, will definitely return. | 品質很好，價格合理，CP值高。 | 完璧な料理と素晴らしいサービス。京都で一番好きなお店です。 | 壽司超級新鮮，入口即化！ | 値段に見合った素晴らしい料理でした。 | Yakitori was grilled perfectly with great seasoning. | 很棒的餐廳！食物美味，環境舒適。 | This place deserves all the praise. Simply exceptional! | The tempura was crispy and not oily at all. | 料理精緻美味，服務貼心周到，值得五顆星！ | Great sake selection, staff helped us choose perfectly. | Beautiful presentation and authentic flavors. | Wonderful atmosphere and delicious dishes. | 和牛品質極佳，口感軟嫩多汁。 | 雰囲気が良くて、料理も美味しい。おすすめです。 | 言葉にできないほど美味しかった！感動しました。 | Very good! Just a few minor details could be improved. | 天ぷらがサクサクで、油っぽくない。 | 完美的用餐體驗！每一道菜都令人驚艷。 | The sushi was incredibly fresh and melted in my mouth! | 可もなく不可もなく。値段相応かな。 | 懷石料理每一道都很精緻，視覺與味覺的雙重享受。 | 整體表現優秀，會想再來光顧。 | 完璧な料理と素晴らしいサービス。京都で一番好きなお店です。 | The kaiseki course was a work of art. | 無可挑剔！服務、環境、食物都是一流水準。 | Very good! Just a few minor details could be improved. | 新鮮な食材を使った本格的な味。",4.233333333333333
579,clover  ,イタリア食堂ワインバル クローバー,Sanjo,Dining bar,Italian,￥3000～￥3999,,3.06,3.06,,4,35.0075169001933,135.769656423521,"Middle of the road. Nothing to complain about. | The food was fantastic, service was prompt. | 食物水準中等，價格還算可以。 | サービスも丁寧で、居心地が良かったです。 | 品質很好，價格合理，CP值高。 | 壽司超級新鮮，入口即化！ | とても美味しかったです。また来たいと思います。 | 日本酒の種類が豊富で、ソムリエの説明も丁寧。 | 懷石料理每一道都很精緻，視覺與味覺的雙重享受。 | 懷石料理每一道都很精緻，視覺與味覺的雙重享受。 | Amazing wagyu beef, cooked to perfection. | 豬排外酥內嫩，醬汁也很搭。 | 普通的餐廳，沒有特別驚艷。 | 料理精緻好吃，服務態度親切，值得推薦。 | とても美味しかったです。また来たいと思います。 | Middle of the road. Nothing to complain about. | Average experience, food was decent but not exceptional. | Great value for money, portions were generous. | ラーメンのスープが絶品。今まで食べた中で一番美味しい。 | 沒有太大驚喜，也沒什麼缺點。 | Wonderful atmosphere and delicious dishes. | Service was a bit slow, but food was acceptable. | 食物水準中等，價格還算可以。 | The matcha dessert was heavenly! | 料理のクオリティが高く、満足しました。 | Not worth the hype. Quality was below average. | サービスが悪く、料理も期待以下。 | 懷石料理每一道都很精緻，視覺與味覺的雙重享受。 | 期待以上でした。全ての料理が絶品です。 | 很棒的餐廳！食物美味，環境舒適。",3.6
580,hamba-guandosute-kipondo  ,ハンバーグ＆ステーキ 听 梅小路店,Tambaguchi,Hamburger Steak,Steak,￥1000～￥1999,￥1000～￥1999,3.06,3.06,3.05,28,34.9893381057758,135.7432611193,普通的餐廳，沒有特別驚艷。 | Very good! Just a few minor details could be improved. | とんかつが外はサクサク、中はジューシー。 | Excellent food and friendly staff. Highly recommend! | 氣氛很棒，料理也很有特色。 | 味は悪くないけど、特別おすすめするほどでもない。 | 京都に来たら必ず訪れるべきお店。強くおすすめします！ | 懐石料理の一品一品が芸術品のよう。 | It was okay. Nothing particularly memorable. | 服務還可以，食物表現平平。 | The chef is a true artist. Every dish was a masterpiece. | 普通的餐廳，沒有特別驚艷。 | 新鮮な食材を使った本格的な味。 | お寿司が新鮮で、口の中でとろけました！ | 食材新鮮，口味道地，很滿意。 | 氣氛很棒，料理也很有特色。 | 懐石料理の一品一品が芸術品のよう。 | 日本酒の種類が豊富で、ソムリエの説明も丁寧。 | It was okay. Nothing particularly memorable. | The matcha dessert was heavenly! | 整體表現優秀，會想再來光顧。 | 抹茶甜點超級好吃，不會太甜。 | 整體表現優秀，會想再來光顧。 | 清酒種類豐富，侍酒師推薦得很專業。 | 豬排外酥內嫩，醬汁也很搭。 | 環境還不錯，但料理表現普通。 | 整體表現優秀，會想再來光顧。 | お寿司が新鮮で、口の中でとろけました！ | 環境還不錯，但料理表現普通。 | 普通でした。特に印象に残るものはありませんでした。,3.7
581,Gempinfugukyoutoekimaenoseki  ,玄品ふぐ 京都駅前の関,Kyoto,Fugu (Blowfish),Hot Pot (other),￥4000～￥4999,￥3000～￥3999,3.07,3.03,3.07,6,34.9882018600231,135.760400581518,"まあまあですね。期待していたほどではなかった。 | The portions were tiny for the price. | 可もなく不可もなく。値段相応かな。 | 整體表現優秀，會想再來光顧。 | Beautiful presentation and authentic flavors. | 服務人員很專業，料理水準穩定。 | 懐石料理の一品一品が芸術品のよう。 | 普通でした。特に印象に残るものはありませんでした。 | 和牛品質極佳，口感軟嫩多汁。 | 食材新鮮，口味道地，很滿意。 | サービスも丁寧で、居心地が良かったです。 | Lovely place with a cozy ambiance. | The sushi was incredibly fresh and melted in my mouth! | 環境還不錯，但料理表現普通。 | 份量適中，口味中規中矩。 | サービスも丁寧で、居心地が良かったです。 | The food was alright, reasonably priced. | Average experience, food was decent but not exceptional. | Fair quality, might come back if in the area. | The sushi was incredibly fresh and melted in my mouth! | 味は悪くないけど、特別おすすめするほどでもない。 | 沒有太大驚喜，也沒什麼缺點。 | 服務人員很專業，料理水準穩定。 | 普通でした。特に印象に残るものはありませんでした。 | Lovely place with a cozy ambiance. | 料理精緻好吃，服務態度親切，值得推薦。 | 新鮮な食材を使った本格的な味。 | Decent place for a quick meal. | Overpriced for what you get. | 大阪燒很道地，料很多很實在。",3.433333333333333
582,guramuromanthikkumairu-mu  ,g ロマンティックマイルーム,Kyoto Shiyakusho Mae,Dining bar,Italian,￥2000～￥2999,,3.03,3.03,,6,35.0074640381739,135.764509908928,"Wonderful atmosphere and delicious dishes. | 味は悪くないけど、特別おすすめするほどでもない。 | Really enjoyed our meal here. Solid choice! | The tempura was crispy and not oily at all. | 味は悪くないけど、特別おすすめするほどでもない。 | Fair quality, might come back if in the area. | 品質很好，價格合理，CP值高。 | The food was alright, reasonably priced. | 可もなく不可もなく。値段相応かな。 | とても美味しかったです。また来たいと思います。 | 雰囲気も味も最高！特別な日にぴったりです。 | Beyond expectations! Worth every penny. | 和牛品質極佳，口感軟嫩多汁。 | 普通の居酒屋。次はないかも。 | Very good! Just a few minor details could be improved. | ラーメンのスープが絶品。今まで食べた中で一番美味しい。 | 環境優雅，適合朋友聚餐或約會。 | Fair quality, might come back if in the area. | 料理精緻好吃，服務態度親切，值得推薦。 | 可以試試看，但不會特別推薦。 | Excellent food and friendly staff. Highly recommend! | 整體表現優秀，會想再來光顧。 | Wonderful atmosphere and delicious dishes. | 服務人員很專業，料理水準穩定。 | 焼き鳥が絶妙な焼き加減。味付けも最高。 | 普通でした。特に印象に残るものはありませんでした。 | 新鮮な食材を使った本格的な味。 | Average experience, food was decent but not exceptional. | Excellent food and friendly staff. Highly recommend! | The kaiseki course was a work of art.",3.6
583,Giombengara  ,祗園べんがら,Gion Shijo,Kaiseki (Traditional Japanese),Kyoto Cuisine,￥8000～￥9999,￥4000～￥4999,3.05,3.05,,2,35.0047375449195,135.773644831362,"まあまあですね。期待していたほどではなかった。 | Wonderful atmosphere and delicious dishes. | It was okay. Nothing particularly memorable. | 普通でした。特に印象に残るものはありませんでした。 | 普通でした。特に印象に残るものはありませんでした。 | 新鮮な食材を使った本格的な味。 | 普通の居酒屋。次はないかも。 | 壽司超級新鮮，入口即化！ | お好み焼きが本格的で、具材もたっぷり。 | 份量適中，口味中規中矩。 | 服務人員很專業，料理水準穩定。 | 豬排外酥內嫩，醬汁也很搭。 | Wonderful atmosphere and delicious dishes. | Great dining experience, will definitely return. | Great dining experience, will definitely return. | 份量適中，口味中規中矩。 | The okonomiyaki was authentic and delicious. | とても美味しかったです。また来たいと思います。 | 拉麵湯頭濃郁，是我喝過最好喝的。 | Really enjoyed our meal here. Solid choice! | Fair quality, might come back if in the area. | 期待外れでした。値段が高すぎる。 | The okonomiyaki was authentic and delicious. | 很棒的餐廳！食物美味，環境舒適。 | 拉麵湯頭濃郁，是我喝過最好喝的。 | Best ramen I've had in Japan. The broth was perfect. | Not bad, but there are better options in the area. | 很棒的餐廳！食物美味，環境舒適。 | 氣氛很棒，料理也很有特色。 | 普通的餐廳，沒有特別驚艷。",3.533333333333333
